level;number;name;permalink;tags/0;tags/1;tags/2;tags/3;tags/4;tags/5;tags/6;tags/7;tags/8;tags/9;tags/10;tags/11;content;understanding;conformance;html
2;2.3;  Guideline 2.3 Seizures and Physical Reactions;https://www.w3.org/TR/2024/REC-WCAG22-20241212/#seizures-and-physical-reactions;conceptual perspective;;;;;;;;;;;;<p>Do not design content in a way that is known to cause seizures or physical reactions.</p>;"<a href=""https://www.w3.org/WAI/WCAG22/Understanding/seizures-and-physical-reactions.html"">Understanding Seizures and Physical Reactions</a> |   <a href=""https://www.w3.org/WAI/WCAG22/quickref/#seizures-and-physical-reactions"">How to Meet Seizures and Physical Reactions</a>";;<p>Do not design content in a way that is known to cause seizures or physical reactions.</p>
3;2.3.1;  Success Criterion 2.3.1 Three Flashes or Below Threshold;https://www.w3.org/TR/2024/REC-WCAG22-20241212/#three-flashes-or-below-threshold;-;screen design;content creation;developing site;;video;-;-;-;animations;-;-;"<p><a href=""https://www.w3.org/TR/2024/REC-WCAG22-20241212/#dfn-web-page-s"">Web pages</a> do not contain anything that flashes more than three times in any one second period, or the <a href=""https://www.w3.org/TR/2024/REC-WCAG22-20241212/#dfn-flashes"">flash</a> is below the <a href=""https://www.w3.org/TR/2024/REC-WCAG22-20241212/#dfn-general-flash-and-red-flash-thresholds"">general flash and red flash thresholds</a>.<br/>Note<br/>Since any content that does not meet this success criterion can interfere with a users ability to use the whole page, all content on the web page (whether it is used to meet other success criteria or not) must meet this success criterion. See <a href=""https://www.w3.org/TR/2024/REC-WCAG22-20241212/#cc5"">Conformance Requirement 5: Non-Interference</a>.</p>";"<a href=""https://www.w3.org/WAI/WCAG22/Understanding/three-flashes-or-below-threshold.html"">Understanding Three Flashes or Below Threshold</a> |   <a href=""https://www.w3.org/WAI/WCAG22/quickref/#three-flashes-or-below-threshold"">How to Meet Three Flashes or Below Threshold</a>";A;"<p><a href=""https://www.w3.org/TR/2024/REC-WCAG22-20241212/#dfn-web-page-s"">Web pages</a> do not contain anything that flashes more than three times in any one second period, or the <a href=""https://www.w3.org/TR/2024/REC-WCAG22-20241212/#dfn-flashes"">flash</a> is below the <a href=""https://www.w3.org/TR/2024/REC-WCAG22-20241212/#dfn-general-flash-and-red-flash-thresholds"">general flash and red flash thresholds</a>.<br/>Note<br/>Since any content that does not meet this success criterion can interfere with a users ability to use the whole page, all content on the web page (whether it is used to meet other success criteria or not) must meet this success criterion. See <a href=""https://www.w3.org/TR/2024/REC-WCAG22-20241212/#cc5"">Conformance Requirement 5: Non-Interference</a>.</p>"
3;2.3.2;  Success Criterion 2.3.2 Three Flashes;https://www.w3.org/TR/2024/REC-WCAG22-20241212/#three-flashes;-;;content creation;developing site;;video;-;-;-;animations;-;-;"<p><a href=""https://www.w3.org/TR/2024/REC-WCAG22-20241212/#dfn-web-page-s"">Web pages</a> do not contain anything that <a href=""https://www.w3.org/TR/2024/REC-WCAG22-20241212/#dfn-flashes"">flashes</a> more than three times in any one second period.</p>";"<a href=""https://www.w3.org/WAI/WCAG22/Understanding/three-flashes.html"">Understanding Three Flashes</a> |   <a href=""https://www.w3.org/WAI/WCAG22/quickref/#three-flashes"">How to Meet Three Flashes</a>";AAA;"<p><a href=""https://www.w3.org/TR/2024/REC-WCAG22-20241212/#dfn-web-page-s"">Web pages</a> do not contain anything that <a href=""https://www.w3.org/TR/2024/REC-WCAG22-20241212/#dfn-flashes"">flashes</a> more than three times in any one second period.</p>"
3;2.3.3;  Success Criterion 2.3.3 Animation from Interactions;https://www.w3.org/TR/2024/REC-WCAG22-20241212/#animation-from-interactions;-;;;developing site;;-;-;-;-;animations;-;-;"<p><a href=""https://www.w3.org/TR/2024/REC-WCAG22-20241212/#dfn-motion-animation"">Motion animation</a> triggered by interaction can be disabled, unless the animation is <a href=""https://www.w3.org/TR/2024/REC-WCAG22-20241212/#dfn-essential"">essential</a> to the functionality or the information being conveyed.</p>";"<a href=""https://www.w3.org/WAI/WCAG22/Understanding/animation-from-interactions.html"">Understanding Animation from Interactions</a> |   <a href=""https://www.w3.org/WAI/WCAG22/quickref/#animation-from-interactions"">How to Meet Animation from Interactions</a>";AAA;"<p><a href=""https://www.w3.org/TR/2024/REC-WCAG22-20241212/#dfn-motion-animation"">Motion animation</a> triggered by interaction can be disabled, unless the animation is <a href=""https://www.w3.org/TR/2024/REC-WCAG22-20241212/#dfn-essential"">essential</a> to the functionality or the information being conveyed.</p>"
2;2.4;  Guideline 2.4 Navigable;https://www.w3.org/TR/2024/REC-WCAG22-20241212/#navigable;conceptual perspective;;;;;;;;;;;;<p>Provide ways to help users navigate, find content, and determine where they are.</p>;"<a href=""https://www.w3.org/WAI/WCAG22/Understanding/navigable.html"">Understanding Navigable</a> |   <a href=""https://www.w3.org/WAI/WCAG22/quickref/#navigable"">How to Meet Navigable</a>";;<p>Provide ways to help users navigate, find content, and determine where they are.</p>
3;2.4.1;  Success Criterion 2.4.1 Bypass Blocks;https://www.w3.org/TR/2024/REC-WCAG22-20241212/#bypass-blocks;-;;;developing site;;video;text;-;forms;animations;-;audio;"<p>A <a href=""https://www.w3.org/TR/2024/REC-WCAG22-20241212/#dfn-mechanism"">mechanism</a> is available to bypass blocks of content that are repeated on multiple <a href=""https://www.w3.org/TR/2024/REC-WCAG22-20241212/#dfn-web-page-s"">web pages</a>.</p>";"<a href=""https://www.w3.org/WAI/WCAG22/Understanding/bypass-blocks.html"">Understanding Bypass Blocks</a> |   <a href=""https://www.w3.org/WAI/WCAG22/quickref/#bypass-blocks"">How to Meet Bypass Blocks</a>";A;"<p>A <a href=""https://www.w3.org/TR/2024/REC-WCAG22-20241212/#dfn-mechanism"">mechanism</a> is available to bypass blocks of content that are repeated on multiple <a href=""https://www.w3.org/TR/2024/REC-WCAG22-20241212/#dfn-web-page-s"">web pages</a>.</p>"
3;2.4.2;  Success Criterion 2.4.2 Page Titled;https://www.w3.org/TR/2024/REC-WCAG22-20241212/#page-titled;-;screen design;content creation;developing site;developing components;video;text;-;forms;animations;-;audio;"<p><a href=""https://www.w3.org/TR/2024/REC-WCAG22-20241212/#dfn-web-page-s"">Web pages</a> have titles that describe topic or purpose.</p>";"<a href=""https://www.w3.org/WAI/WCAG22/Understanding/page-titled.html"">Understanding Page Titled</a> |   <a href=""https://www.w3.org/WAI/WCAG22/quickref/#page-titled"">How to Meet Page Titled</a>";A;"<p><a href=""https://www.w3.org/TR/2024/REC-WCAG22-20241212/#dfn-web-page-s"">Web pages</a> have titles that describe topic or purpose.</p>"
3;2.4.3;  Success Criterion 2.4.3 Focus Order;https://www.w3.org/TR/2024/REC-WCAG22-20241212/#focus-order;-;;;developing site;;video;text;-;forms;animations;-;audio;"<p>If a <a href=""https://www.w3.org/TR/2024/REC-WCAG22-20241212/#dfn-web-page-s"">web page</a> can be <a href=""https://www.w3.org/TR/2024/REC-WCAG22-20241212/#dfn-navigated-sequentially"">navigated sequentially</a> and the navigation sequences affect meaning or operation, focusable components receive focus in an order that preserves meaning and operability.</p>";"<a href=""https://www.w3.org/WAI/WCAG22/Understanding/focus-order.html"">Understanding Focus Order</a> |   <a href=""https://www.w3.org/WAI/WCAG22/quickref/#focus-order"">How to Meet Focus Order</a>";A;"<p>If a <a href=""https://www.w3.org/TR/2024/REC-WCAG22-20241212/#dfn-web-page-s"">web page</a> can be <a href=""https://www.w3.org/TR/2024/REC-WCAG22-20241212/#dfn-navigated-sequentially"">navigated sequentially</a> and the navigation sequences affect meaning or operation, focusable components receive focus in an order that preserves meaning and operability.</p>"
3;2.4.4;  Success Criterion 2.4.4 Link Purpose (In Context);https://www.w3.org/TR/2024/REC-WCAG22-20241212/#link-purpose-in-context;-;screen design;content creation;;;video;text;-;forms;animations;-;audio;"<p>The <a href=""https://www.w3.org/TR/2024/REC-WCAG22-20241212/#dfn-purpose-of-each-link"">purpose of each link</a> can be determined from the link text alone or from the link text together with its <a href=""https://www.w3.org/TR/2024/REC-WCAG22-20241212/#dfn-programmatically-determined-link-context"">programmatically determined link context</a>, except where the purpose of the link would be <a href=""https://www.w3.org/TR/2024/REC-WCAG22-20241212/#dfn-ambiguous-to-users-in-general"">ambiguous to users in general</a>.</p>";"<a href=""https://www.w3.org/WAI/WCAG22/Understanding/link-purpose-in-context.html"">Understanding Link Purpose (In Context)</a> |   <a href=""https://www.w3.org/WAI/WCAG22/quickref/#link-purpose-in-context"">How to Meet Link Purpose (In Context)</a>";A;"<p>The <a href=""https://www.w3.org/TR/2024/REC-WCAG22-20241212/#dfn-purpose-of-each-link"">purpose of each link</a> can be determined from the link text alone or from the link text together with its <a href=""https://www.w3.org/TR/2024/REC-WCAG22-20241212/#dfn-programmatically-determined-link-context"">programmatically determined link context</a>, except where the purpose of the link would be <a href=""https://www.w3.org/TR/2024/REC-WCAG22-20241212/#dfn-ambiguous-to-users-in-general"">ambiguous to users in general</a>.</p>"
3;2.4.5;  Success Criterion 2.4.5 Multiple Ways;https://www.w3.org/TR/2024/REC-WCAG22-20241212/#multiple-ways;-;;;developing site;;video;text;-;forms;animations;-;audio;"<p>More than one way is available to locate a <a href=""https://www.w3.org/TR/2024/REC-WCAG22-20241212/#dfn-web-page-s"">web page</a> within a <a href=""https://www.w3.org/TR/2024/REC-WCAG22-20241212/#dfn-set-of-web-pages"">set of web pages</a> except where the web page is the result of, or a step in, a <a href=""https://www.w3.org/TR/2024/REC-WCAG22-20241212/#dfn-processes"">process</a>.</p>";"<a href=""https://www.w3.org/WAI/WCAG22/Understanding/multiple-ways.html"">Understanding Multiple Ways</a> |   <a href=""https://www.w3.org/WAI/WCAG22/quickref/#multiple-ways"">How to Meet Multiple Ways</a>";AA;"<p>More than one way is available to locate a <a href=""https://www.w3.org/TR/2024/REC-WCAG22-20241212/#dfn-web-page-s"">web page</a> within a <a href=""https://www.w3.org/TR/2024/REC-WCAG22-20241212/#dfn-set-of-web-pages"">set of web pages</a> except where the web page is the result of, or a step in, a <a href=""https://www.w3.org/TR/2024/REC-WCAG22-20241212/#dfn-processes"">process</a>.</p>"
3;2.4.6;  Success Criterion 2.4.6 Headings and Labels;https://www.w3.org/TR/2024/REC-WCAG22-20241212/#headings-and-labels;-;;;developing site;developing components;video;text;-;forms;animations;-;audio;"<p>Headings and <a href=""https://www.w3.org/TR/2024/REC-WCAG22-20241212/#dfn-labels"">labels</a> describe topic or purpose.</p>";"<a href=""https://www.w3.org/WAI/WCAG22/Understanding/headings-and-labels.html"">Understanding Headings and Labels</a> |   <a href=""https://www.w3.org/WAI/WCAG22/quickref/#headings-and-labels"">How to Meet Headings and Labels</a>";AA;"<p>Headings and <a href=""https://www.w3.org/TR/2024/REC-WCAG22-20241212/#dfn-labels"">labels</a> describe topic or purpose.</p>"
